Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
0                        0.0020322230789396496    8451                     12.150862161433423       15.711963745493184       0.11309583274175006      0.8891363251075304       0                        0                        0.999947075              0.05                     0.04100771448065643      0.0005                   0.29678974964190274      2e-06                    0.072021484375           0.040654644              0.22478822               
200                      0.2996025161610709       850375                   10.292555441009839       17.374271697212166       0.11158884796181336      0.9004257863129399       0                        0                        0.9894228                0.05                     0.037328502387026674     0.0005                   0.2989153030794114       2e-06                    0.10693359375            0.107522555              0.20411143               
400                      0.5971635783380932       1692890                  9.473583644374063        17.165495297425274       0.11125770004057585      0.9021058727807598       0                        0                        0.97889145               0.05                     0.10109827700580354      0.0005                   0.28006410447414964      2e-06                    0.087646484375           -0.047232226             0.3597277                
600                      0.8946093008915583       2534975                  12.900348861252358       10.835162321149062       0.11125770004057585      0.9021058727807598       0                        0                        0.9683657375             0.05                     0.03320182657444093      0.0005                   0.2888353302842006       2e-06                    0.099853515625           0.0036996338             0.2921001                
800                      1.1921946332852045       3377031                  11.123900483770658       19.3039542300531         0.11125770004057585      0.9021058727807598       0                        0                        0.9578394125             0.05                     0.04258847872915794      0.0005                   0.29066513490397483      2e-06                    0.086669921875           -0.009478772             0.31661344               
1000                     1.4903922584321765       4219210                  11.026071879190383       17.22692327392261        0.11125770004057585      0.9021058727807598       0                        0                        0.947312375              0.05                     0.03416107298107818      0.0005                   0.2812515161931515       2e-06                    0.117919921875           -0.029058505             0.26682943               
1200                     1.7895615577697754       5060928                  11.379892237636772       15.525290823482175       0.11125770004057585      0.9021058727807598       0                        0                        0.9367906375             0.05                     0.04090952510887291      0.0005                   0.28268524818122387      2e-06                    0.1025390625             -0.012029626             0.253848                 
1400                     2.08947891275088         5903545                  11.28751576104108        19.07346878173668        0.11125770004057585      0.9021058727807598       0                        0                        0.9262582874999999       0.05                     0.04816921317615197      0.0005                   0.2920127487159334       2e-06                    0.076904296875           0.011545151              0.240088                 
1600                     2.3896918623314964       6745685                  13.057469434404066       16.82743990211139        0.11125770004057585      0.9021058727807598       0                        0                        0.9157313125             0.05                     0.05170621004799614      0.0005                   0.2825928018428385       2e-06                    0.07568359375            -0.15829253              0.4712076                
1800                     2.691452218492826        7589109                  12.77061420190897        18.42414644093028        0.11125770004057585      0.9021058727807598       0                        0                        0.905188825              0.05                     0.04050681903754594      0.0005                   0.278836268291343        2e-06                    0.10498046875            0.013084302              0.22546715               
2000                     2.993215515348646        8433697                  13.903472540957823       20.20494652181644        0.11125770004057585      0.9021058727807598       0                        0                        0.8946317125000001       0.05000000000000001      0.03439732291371911      0.0005                   0.2890815450809896       2e-06                    0.09326171875            -0.026933346             0.25247678               
2200                     3.295105990038978        9279175                  14.370089619074424       18.397628474154196       0.11125770004057585      0.9021058727807598       0                        0                        0.88406305               0.05                     0.08160112386394758      0.0005                   0.2797705494449474       2e-06                    0.114501953125           0.0124730645             0.26771614               
2400                     3.597515133553081        10126446                 16.55949069618359        18.465369874790664       0.11125770004057585      0.9021058727807598       0                        0                        0.8734728125             0.05                     0.02486121912716044      0.0005                   0.3001016037305817       2e-06                    0.102294921875           0.04950057               0.18115172               
2600                     3.900619170135922        10976042                 18.16261699997885        18.033665264729194       0.11125770004057585      0.9021058727807598       0                        0                        0.8628525875             0.05                     0.08105479132609616      0.0005                   0.28707027778727934      2e-06                    0.106201171875           0.059624292              0.2553865                
2800                     4.205977133711179        11828530                 20.014962952363685       18.56414376750967        0.11125770004057585      0.9021058727807598       0                        0                        0.8521975                0.05                     0.04211363411377533      0.0005                   0.28978270560037345      2e-06                    0.130859375              0.047116246              0.22566397               
3000                     4.51367008401288         12684162                 19.466006131418006       16.67309008348017        0.11125770004057585      0.9021058727807598       0                        0                        0.8415016375000001       0.05000000000000001      0.03307910350849852      0.0005                   0.2922217345912941       2e-06                    0.08056640625            0.05810578               0.32569718               
3200                     4.823682758212089        13542331                 20.017653090037566       19.77757842990892        0.11125770004057585      0.9021058727807598       0                        0                        0.8307750625             0.05                     0.033645379425519525     0.0005                   0.29021180651205425      2e-06                    0.07720588235294118      -0.11973702              0.2635059                
3400                     5.138180238604545        14403514                 24.626628300255014       18.655890820794475       0.11125770004057585      0.9021058727807598       0                        0                        0.8200107875             0.05                     0.04083841377937728      0.0005                   0.29529071133583784      2e-06                    0.10248161764705882      0.00801132               0.18756847               
3600                     5.457933892806371        15269479                 20.629865945892938       18.041968467962782       0.11125770004057585      0.9021058727807598       0                        0                        0.8091857625000001       0.05000000000000001      0.044559345467646116     0.0005                   0.2950420235009754       2e-06                    0.08134191176470588      0.076359816              0.22576554               
3800                     5.782140292326609        16138916                 28.51145566404564        20.06508159067778        0.11125770004057585      0.9021058727807598       0                        0                        0.7983173499999999       0.05                     0.05141423223540187      0.0005                   0.29740309518049746      2e-06                    0.09834558823529412      -0.033654492             0.3284093                
4000                     6.108620102206866        17010006                 21.16182354789764        19.43097649794575        0.11125770004057585      0.9021058727807598       0                        0                        0.787429                 0.05000000000000001      0.047588906011215466     0.0005                   0.2930804518982768       2e-06                    0.11029411764705882      0.044906564              0.25653005               
4200                     6.433318665756119        17881626                 22.17590567754621        16.919252104377957       0.11125770004057585      0.9021058727807598       0                        0                        0.7765342875             0.05                     0.04479763660963406      0.0005                   0.290243699489271        2e-06                    0.08088235294117646      -0.14111307              0.3585208                
4400                     6.75808504694038         18752243                 21.43393916469474        16.384728779824588       0.11125770004057585      0.9021058727807598       0                        0                        0.7656512624999999       0.05                     0.040123200009796106     0.0005                   0.29372525472632227      2e-06                    0.08823529411764705      -0.03691678              0.24605161               
4600                     7.082530533803834        19621662                 20.452152883503132       25.375725561352056       0.11125770004057585      0.9021058727807598       0                        0                        0.7547831                0.05                     0.052764928177245624     0.0005                   0.2905224721659633       2e-06                    0.07261029411764705      -0.0041579455            0.260744                 
4800                     7.40619772778617         20491786                 33.85135645500296        19.282696157129248       0.11125770004057585      0.9021058727807598       0                        0                        0.7439073374999999       0.05                     0.05690976142410792      0.0005                   0.299295896280776        2e-06                    0.09145220588235295      -0.16150765              0.91353095               
5000                     7.730030469430817        21360583                 28.996238676212037       20.577661627141417       0.11125770004057585      0.9021058727807598       0                        0                        0.7330466375             0.05                     0.045360015492941094     0.0005                   0.291597732452347        2e-06                    0.09903492647058823      0.049312655              0.2302487                
5200                     8.05364234606425         22230470                 30.55893585652532        18.639946038855115       0.11125770004057585      0.9021058727807598       0                        0                        0.7221748375000001       0.05                     0.06270204238620969      0.0005                   0.2849445827853154       2e-06                    0.08547794117647059      -0.0622088               0.3016642                
5400                     8.377508488827281        23100788                 26.690934001704438       19.940078019357486       0.11125770004057585      0.9021058727807598       0                        0                        0.711294775              0.05                     0.041690643428249616     0.0005                   0.29196714281159286      2e-06                    0.052389705882352935     -0.054974582             0.28493622               
5600                     8.700126378469998        23970067                 21.46745550652914        20.400076273380616       0.11125770004057585      0.9021058727807598       0                        0                        0.700427575              0.05                     0.03016964847302006      0.0005                   0.29256088368128985      2e-06                    0.088623046875           -0.005817934             0.26369286               
5800                     9.02219666355186         24838584                 27.377857696450224       16.86525190507743        0.11125770004057585      0.9021058727807598       0                        0                        0.6895712625             0.05                     0.046685886339914495     0.0005                   0.28379210588686604      2e-06                    0.08249080882352941      0.033661168              0.20289622               
6000                     9.345413447618485        25708735                 27.08341964181358        16.245605033755908       0.11125770004057585      0.9021058727807598       0                        0                        0.6786953875             0.05                     0.03762637880658183      0.0005                   0.28291124154758807      2e-06                    0.09489889705882354      -0.02659676              0.17510094               
6200                     9.66850689371427         26577595                 27.85810468182381        15.14995566146968        0.11125770004057585      0.9021058727807598       0                        0                        0.667834575              0.05                     0.04451620138784432      0.0005                   0.27912147529423237      2e-06                    0.10477941176470588      -0.011570682             0.20001848               
