Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
2800                     2.12850406785806         11856443                 18.669964754847726       18.168817070489183       0.13471791944372483      0.779242175287031        0                        0                        0.8518479625             0.05                     0.13445738895097747      0.0005                   0.30553375685121864      2e-06                    0.19970703125            -0.0129319485            0.5110964                
3000                     2.293686141173045        12716552                 18.51001054372944        20.50869087007517        0.13471791944372483      0.779242175287031        0                        0                        0.8410968249999999       0.05                     0.11701251143206132      0.0005                   0.305506698513294        2e-06                    0.19393382352941177      0.009872384              0.47847766               
3200                     2.4656520284546746       13581471                 20.207125374713577       22.232373586889675       0.13471791944372483      0.779242175287031        0                        0                        0.8302862125             0.05                     0.1324282560894704       0.0005                   0.2901969626545906       2e-06                    0.18198529411764705      -0.1340815               0.5879797                
3400                     2.639244692524274        14452445                 23.157915845414976       21.298047478550963       0.13471791944372483      0.779242175287031        0                        0                        0.8193984875             0.05                     0.14779042438877854      0.0005                   0.29059109562898383      2e-06                    0.14269301470588236      -0.02569879              0.5433937                
3600                     2.8136933664480845       15327856                 26.28150245744221        25.010568775255813       0.13471791944372483      0.779242175287031        0                        0                        0.808456625              0.05                     0.15750666380421643      0.0005                   0.29688803933779984      2e-06                    0.18267463235294118      -0.07091652              0.7291039                
3800                     2.9894964333375293       16208733                 25.464060623495286       27.4196940502641         0.13471791944372483      0.779242175287031        0                        0                        0.7974458249999999       0.05                     0.1360137985800119       0.0005                   0.28783579006352844      2e-06                    0.19944852941176472      -0.12508799              0.63343483               
4000                     3.1670243081119325       17094887                 27.732484117323274       24.52769859634177        0.13471791944372483      0.779242175287031        0                        0                        0.786369775              0.05                     0.25765653505154396      0.0005                   0.2950455384767231       2e-06                    0.19508272058823528      0.083636105              0.4158005                
4200                     3.345186599890391        17980286                 29.979858127908983       26.046382329934097       0.13471791944372483      0.779242175287031        0                        0                        0.7753022875             0.05                     0.17258108623654528      0.0005                   0.29672057082986125      2e-06                    0.18887867647058826      -0.37680483              0.93369615               
4400                     3.523572573463122        18867768                 30.805777130268503       25.786431493095453       0.13471791944372483      0.779242175287031        0                        0                        0.7642085375000001       0.05                     0.1380503679084701       0.0005                   0.2982713791048702       2e-06                    0.22587316176470587      0.029016752              0.42957184               
4600                     3.7017901398738227       19755918                 29.04685726281193        28.742233650205957       0.13471791944372483      0.779242175287031        0                        0                        0.7531063                0.049999999999999996     0.11374781210222007      0.0005                   0.2954194560537443       2e-06                    0.21599264705882354      0.008941036              0.44144323               
4800                     3.872505300839742        20643506                 25.622159053679283       25.238026233254157       0.13471791944372483      0.779242175287031        0                        0                        0.7420104625             0.05                     0.09984173931126647      0.0005                   0.2922353891327101       2e-06                    0.22931985294117646      0.06833085               0.38468486               
5000                     4.039965709514088        21532567                 29.290348621682398       23.99286479857457        0.13471791944372483      0.779242175287031        0                        0                        0.73089925               0.05                     0.07881207513209018      0.0005                   0.29215929051861167      2e-06                    0.21223958333333331      0.18487997               0.4918914                
5200                     4.2073147213459015       22419792                 29.34131622159193        26.011129829990423       0.13471791944372483      0.779242175287031        0                        0                        0.7198078125             0.05                     0.10798445854829077      0.0005                   0.29550937097519636      2e-06                    0.16613051470588236      0.1434903                0.33641562               
5400                     4.374890843232473        23309204                 35.31989891977042        27.872294678200774       0.13471791944372483      0.779242175287031        0                        0                        0.7086920624999999       0.05                     0.10096642605236006      0.0005                   0.31034293910488486      2e-06                    0.19813368055555558      -0.12630105              0.5704553                
